CustomerID,Monetary,Frequency,Product_Diversity,Recency,Avg_Spend_Trans,Homeware,Stationery,Gadgets,Decorations,Kitchenware,Other
12346,77183.6,1,1,326,77183.6,0.0,0.0,0.0,0.0,100.0,0.0
12347,4310.0,7,103,2,615.7142857142857,1.7280742459396747,11.770301624129932,20.1215777262181,0.23665893271461713,11.445475638051045,54.69791183294663
12348,1797.24,4,22,75,449.31,0.0,23.03532082526541,0.0,3.5387594311277297,15.023035320825267,58.4028844227816
12349,1757.55,1,73,19,1757.55,8.14542971750448,0.4437996074080397,2.691246337230804,1.4338141162413587,18.12523114562886,69.16047907598646
12350,334.4,1,17,310,334.4,0.0,0.0,0.0,0.0,11.842105263157894,88.15789473684211
12352,2506.04,8,59,36,313.255,4.581331503088538,1.2250403026288488,6.125201513144243,1.8874399450926564,13.720850425372303,72.46013631067342
12353,89.0,1,4,204,89.0,0.0,0.0,0.0,0.0,100.0,0.0
12354,1079.4,1,58,232,1079.4,0.0,5.130628126737076,1.8343524180100053,4.646099685010191,12.724661849175467,75.66425792106726
12355,459.4,1,13,214,459.4,20.962124510230733,0.0,0.0,0.0,25.032651284283848,54.00522420548541
12356,2811.43,3,53,23,937.1433333333333,6.9359720853800395,6.222811878652503,0.0,0.0,39.9302134500948,46.91100258587267
12357,6207.67,1,131,33,6207.67,17.04536484703601,6.6285740060280265,11.83986906520482,4.10008908334367,12.120811834391969,48.265291163995514
12358,1168.06,2,13,2,584.03,2.332071982603633,0.0,0.0,0.0,8.597161104737769,89.0707669126586
12359,6372.58,4,214,58,1593.145,2.590787404787386,2.0384208593693605,1.7873451569066219,0.8332574875482144,17.394838511246622,75.3553505801418
12360,2662.06,3,105,52,887.3533333333334,0.712230377977957,6.173414573676025,0.0,6.899919611128224,12.218357212083875,73.99607822513391
12361,189.9,1,10,287,189.9,0.0,0.0,0.0,0.0,10.42654028436019,89.57345971563981
12362,5226.23,10,201,3,522.6229999999999,1.0430080574333698,3.396329667848526,5.934488149201241,5.482919810264762,10.95971666000157,73.18353765525055
12363,552.0,2,23,110,276.0,21.73913043478261,9.456521739130434,0.0,24.684782608695652,26.913043478260867,17.206521739130434
12364,1313.1,4,70,8,328.275,10.28101439342015,17.22641078364176,0.0,12.160536135861701,12.017363490975553,48.31467519610082
12365,641.38,2,22,291,320.69,5.410209236334155,2.712900308709345,1.5435467273691101,0.0,1.9879010882783998,88.34544263930898
12367,168.9,1,11,4,168.9,0.0,11.900532859680284,0.0,0.0,0.0,88.09946714031972
12370,3545.69,4,143,51,886.4225,16.583514069193864,1.4820810617961522,16.27750875005993,12.655646714743815,6.995817457250915,46.00543194695531
12371,1887.96,2,63,45,943.98,33.01447064556452,0.5402656835949913,4.274454967266255,0.0,4.02339032606623,58.14741837750799
12372,1298.04,3,34,72,432.68,0.0,1.155588425626329,0.0,0.0,25.353610058241653,73.49080151613202
12373,364.6,1,14,311,364.6,0.0,0.0,0.0,0.0,5.430608886450904,94.5693911135491
12374,742.9300000000001,1,33,25,742.9300000000001,6.6829983982340195,0.6783950035669578,2.3824586434791977,24.32530655647234,12.857200543792821,53.07364085445465
12375,457.5,2,14,11,228.75,0.0,0.0,0.0,0.0,0.0,100.0
12377,1628.12,2,72,315,814.06,18.55514335552662,5.605237943149153,5.527848070166818,4.311721494730119,3.648379726310099,62.35166941011718
12378,4008.62,1,219,130,4008.62,2.9336779240736215,9.579855411588028,6.890401185445365,7.9102035114328615,8.438315430247815,64.2475465372123
12379,852.24,2,39,82,426.12,5.385806814981695,5.984229794424105,0.0,0.0,21.630057260865485,66.99990612972871
12380,2724.81,4,77,22,681.2025,1.1009941977605777,1.460652302362366,12.54179190475666,3.530521394152252,5.667918130071454,75.69812207089667
12381,1845.31,5,70,5,369.062,0.8995778487083472,3.1864564761476393,17.015027285388364,4.275704353198108,18.247882469612154,56.37535156694538
12383,1850.56,5,84,185,370.11199999999997,8.105654504582397,8.82219436278748,0.0,0.0,16.07513401348781,66.99701711914231
12384,585.27,2,26,29,292.635,2.8192116459070173,0.0,11.529721325200336,0.0,9.600697114152442,76.05036991474022
12386,401.9,2,10,338,200.95,0.0,0.0,0.0,0.0,20.975367006718088,79.02463299328191
12388,2780.66,6,57,16,463.4433333333333,3.387684938108218,11.88207116296131,10.82117195198262,20.655168197478297,28.887746074672915,24.366157674796625
12390,549.84,1,32,80,549.84,5.456132693147097,5.128764731558271,0.0,0.0,9.60279353993889,79.81230903535574
12391,460.89,1,92,22,460.89,3.7861528781271017,12.62557226236195,15.361583024148931,8.581223285382627,7.305430796936362,52.34003775304302
12393,1582.6000000000001,4,47,72,395.65000000000003,0.0,0.0,2.7296853279413624,0.0,3.544799696701631,93.725514975357
12394,1272.48,2,26,64,636.24,8.345907204828366,0.0,0.0,0.0,57.55689676851502,34.097196026656604
12395,3018.63,12,91,19,251.5525,0.6592394563096503,7.729334168149126,9.33072287759679,0.0,17.787539380447424,64.493164117497
12397,2409.9,2,110,36,1204.95,2.666500684675712,2.7586206896551726,10.112452798871322,0.6162081414166564,23.83750363085605,60.00871405452508
12398,1635.6599999999999,1,85,46,1635.6599999999999,7.0723744543487035,4.194025653253121,1.2105205238252448,0.0,10.738172969932629,76.78490639864032
12399,1108.65,4,47,119,277.1625,0.0,8.226221079691515,2.2513868218103097,6.7135705587877155,23.827177197492446,58.98164434221801
12401,84.3,1,5,303,84.3,0.0,0.0,0.0,0.0,43.238434163701065,56.76156583629892
12402,225.6,1,11,323,225.6,0.0,7.845744680851065,0.0,0.0,4.3882978723404245,87.7659574468085
12403,427.7,1,5,50,427.7,0.0,2.3147065700257192,0.0,0.0,0.0,97.68529342997428
12405,1710.39,1,54,149,1710.39,0.0,1.765679172586369,2.0276077385859366,18.08944158934512,21.435462087594058,56.681809411888516
12406,3415.3,2,92,22,1707.65,7.115041138406583,3.4749509559921536,3.306298129007701,0.9697537551606008,15.126050420168069,70.0079056012649
12407,1708.1200000000001,5,57,50,341.624,4.425918553731588,10.82944992155118,0.39341498255391893,0.7376530922885981,44.526731143011034,39.08683230686369
12408,2888.55,5,81,33,577.71,2.959962610998597,2.6296930986134908,17.718232331100378,0.09970400373890012,8.58839209984248,68.00401585570614
12409,11072.67,3,91,79,3690.89,4.611353901091608,2.763561092311069,7.553733652316922,9.24682122740044,20.98138931260482,54.843140814275145
12410,693.3299999999999,2,26,309,346.66499999999996,0.0,7.615421227986674,9.807739460285868,0.0,6.923110207260613,75.65372910446685
12412,1226.88,3,43,75,408.96000000000004,0.0,3.6287167449139277,0.0,0.7629107981220656,13.024908711528429,82.58346374543557
12413,758.1,3,29,67,252.70000000000002,1.9786307874950535,6.410763751483972,0.0,0.0,16.976652156707555,74.63395330431342
