CustomerID,Monetary,Frequency,Product_Diversity,Recency,Avg_Spend_Trans,Homeware,Stationery,Gadgets,Decorations,Kitchenware,Other,Target_Monetary
12346,77183.6,1,1,226,77183.6,0.0,0.0,0.0,0.0,100.0,0.0,0.0
12347,2790.86,5,82,30,558.172,1.4619149652795196,11.770565345449075,17.340891338153835,0.0,11.860143468321594,57.56648488279599,1519.14
12348,1487.24,3,22,149,495.74666666666667,0.0,19.768161157580487,0.0,4.276377719803126,18.154433716145345,57.80102740647105,310.0
12350,334.4,1,17,211,334.4,0.0,0.0,0.0,0.0,11.842105263157894,88.15789473684211,0.0
12352,1561.81,5,26,163,312.36199999999997,5.334195580768468,0.0,2.1769613461304513,1.1333004654855587,10.257329636767597,81.09821297084792,944.23
12353,89.0,1,4,105,89.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
12354,1079.4,1,58,133,1079.4,0.0,5.130628126737076,1.8343524180100053,4.646099685010191,12.724661849175467,75.66425792106726,0.0
12355,459.4,1,13,115,459.4,20.962124510230733,0.0,0.0,0.0,25.032651284283848,54.00522420548541,0.0
12356,2753.08,2,53,146,1376.54,7.082976157612565,6.354700916791376,0.0,0.0,38.65706772051666,47.9052552050794,58.349999999999994
12358,484.86,1,12,51,484.86,3.6876624180175717,0.0,0.0,0.0,17.815451883017776,78.49688569896465,683.2
12359,3495.73,3,135,90,1165.2433333333333,0.965463579853135,1.1413924988485955,0.9726151619261212,1.089901107923095,19.469467035497594,76.36116061595146,2876.85
12360,1618.28,2,63,13,809.14,0.0,5.824702770843118,0.0,0.0,14.444966260474082,79.7303309686828,1043.78
12361,189.9,1,10,188,189.9,0.0,0.0,0.0,0.0,10.42654028436019,89.57345971563981,0.0
12362,1747.35,4,89,21,436.8375,0.8584427847883938,3.8423899047128507,0.8584427847883938,2.2662889518413594,17.87163418891464,74.30280138495435,3478.88
12363,552.0,2,23,10,276.0,21.73913043478261,9.456521739130434,0.0,24.684782608695652,26.913043478260867,17.206521739130434,0.0
12364,623.92,1,34,13,623.92,19.23323503013207,21.49314014617259,0.0,11.091165534042826,23.608795999487118,24.573663290165406,689.18
12365,641.38,2,22,192,320.69,5.410209236334155,2.712900308709345,1.5435467273691101,0.0,1.9879010882783998,88.34544263930898,0.0
12370,2806.41,3,125,175,935.4699999999999,15.44678076261131,0.7821380340007341,11.15482057147744,11.495469300636756,8.838694274892124,52.28209705638164,739.28
12372,914.9200000000001,2,32,113,457.46000000000004,0.0,1.6394876054737026,0.0,0.0,15.214444978795957,83.14606741573033,383.12
12373,364.6,1,14,212,364.6,0.0,0.0,0.0,0.0,5.430608886450904,94.5693911135491,0.0
12377,1628.12,2,72,216,814.06,18.55514335552662,5.605237943149153,5.527848070166818,4.311721494730119,3.648379726310099,62.35166941011718,0.0
12378,4008.62,1,219,30,4008.62,2.9336779240736215,9.579855411588028,6.890401185445365,7.9102035114328615,8.438315430247815,64.2475465372123,0.0
12379,459.84,1,20,71,459.84,9.981732776617953,11.09081419624217,0.0,0.0,22.86447459986082,56.062978427279056,392.40000000000003
12380,607.5500000000001,1,36,86,607.5500000000001,0.0,0.0,0.0,0.0,5.826680931610569,94.17331906838943,2117.26
12381,1268.74,1,62,20,1268.74,1.308384696628151,4.634519286851522,8.288538234784117,4.374418714630264,15.199331620347747,66.1948074467582,576.57
12383,1850.56,5,84,86,370.11199999999997,8.105654504582397,8.82219436278748,0.0,0.0,16.07513401348781,66.99701711914231,0.0
12384,292.69,1,14,22,292.69,0.0,0.0,13.66633639687041,0.0,19.197786053503705,67.13587754962589,292.58
12386,401.9,2,10,238,200.95,0.0,0.0,0.0,0.0,20.975367006718088,79.02463299328191,0.0
12388,1668.3400000000001,4,50,49,417.08500000000004,5.646331083592073,8.4874785715142,10.666890441996236,23.187719529592286,33.61724828272414,18.394332090581056,1112.3200000000002
12393,1061.1000000000001,3,33,146,353.70000000000005,0.0,0.0,0.0,0.0,2.7989821882951653,97.20101781170483,521.5
12394,381.08,1,21,118,381.08,0.0,0.0,0.0,0.0,28.655400440852315,71.3445995591477,891.4
12395,1899.57,8,65,13,237.44625,0.0,9.646393657511961,5.780255531515027,0.0,19.083266212879757,65.49008459809326,1119.06
12397,1214.81,1,70,36,1214.81,3.9314789967155357,0.8297593862414699,2.4695219828615174,0.0,25.75793745523991,67.01130217894156,1195.09
12399,1108.65,4,47,20,277.1625,0.0,8.226221079691515,2.2513868218103097,6.7135705587877155,23.827177197492446,58.98164434221801,0.0
12401,84.3,1,5,204,84.3,0.0,0.0,0.0,0.0,43.238434163701065,56.76156583629892,0.0
12402,225.6,1,11,224,225.6,0.0,7.845744680851065,0.0,0.0,4.3882978723404245,87.7659574468085,0.0
12405,1710.39,1,54,49,1710.39,0.0,1.765679172586369,2.0276077385859366,18.08944158934512,21.435462087594058,56.681809411888516,0.0
12406,1621.25,1,48,84,1621.25,8.734001542020048,0.0,4.315188897455667,0.0,17.775173477255205,69.17563608326908,1794.05
12407,1407.3600000000001,4,50,35,351.84000000000003,5.371759890859481,12.397680763983631,0.47748976807639837,0.8952933151432471,44.395890177353344,36.4618860845839,300.76
12408,1491.77,3,58,76,497.25666666666666,3.6801919867003625,3.4107134477835053,16.48243361912359,0.0,11.14112765372678,65.28553329266575,1396.78
12409,6207.08,1,64,83,6207.08,7.404447824097645,2.4649271477087455,7.758237367651135,6.685913505223069,18.497586626884136,57.188887528435274,4865.59
12410,693.3299999999999,2,26,209,346.66499999999996,0.0,7.615421227986674,9.807739460285868,0.0,6.923110207260613,75.65372910446685,0.0
12412,890.74,2,34,38,445.37,0.0,4.998091474504345,0.0,0.0,17.9401396591598,77.06176886633587,336.14
12413,563.9,2,25,137,281.95,0.0,8.618549388189393,0.0,0.0,14.045043447419753,77.33640716439083,194.20000000000002
12414,562.41,3,16,118,187.47,0.0,8.321331413026085,0.0,33.36533845415266,12.908732063796874,45.40459806902438,0.0
12415,99146.16,13,377,14,7626.627692307693,3.2721085718297114,4.676913357007473,1.9550631108658167,7.473511833438634,25.361698324977993,57.26070480188038,25768.37
12417,2816.52,7,132,7,402.36,1.5710877252780027,3.617229772911252,2.3894735347166005,0.0,22.465311803218157,69.956897163876,832.58
12418,668.58,1,34,13,668.58,7.044781477160549,5.95889796284663,0.0,22.645008824673187,4.4422507403751235,59.9090609949445,0.0
12421,628.56,3,25,15,209.51999999999998,9.664948453608247,11.68703067328497,7.235586101565483,0.0,12.250222731322387,59.16221204021891,178.48
12422,655.86,2,31,69,327.93,8.096240051230447,0.0,0.0,0.0,5.443234836702956,86.4605251120666,147.7
12423,1650.67,7,86,1,235.81,8.770983903505847,9.226556489183181,8.680111712213828,1.107429104545427,9.367105478381506,62.84781331217021,208.64000000000001
12424,1760.96,2,30,63,880.48,0.0,8.89287661275668,0.0,34.391468290023624,19.063465382518626,37.652189714701066,0.0
12426,582.73,1,30,95,582.73,0.0,5.096700015444545,1.7503818234860051,0.0,23.269781888696308,69.88313627237314,0.0
12427,303.5,1,10,272,303.5,10.082372322899506,0.0,0.0,0.0,13.047775947281712,76.86985172981878,522.3
12428,7548.12,8,252,21,943.515,8.692760581442794,5.736262804512911,1.622920674287107,4.272587081286465,10.685044752865613,68.99042410560511,408.34000000000003
12429,2844.88,3,62,73,948.2933333333334,0.0,0.6221703551643656,26.890413655409013,2.8050392283681567,24.569753381513458,45.112623379545006,905.52
12431,4874.57,11,134,20,443.14272727272726,6.812908625786479,2.476526134612899,32.9733699587861,1.6021926036552965,5.906572272015788,50.22843040514342,1612.88
12432,4016.66,3,75,71,1338.8866666666665,5.489635667445091,3.9585127942121066,7.229887518485508,1.0979271334890184,4.981751007055614,77.24228587931266,1042.66
12433,3787.12,2,79,267,1893.56,5.172796214537696,2.680664990810959,0.9347472485688334,0.0,26.847842159741443,64.36394938634106,9588.75
12434,286.25,1,16,161,286.25,26.061135371179038,7.126637554585153,0.0,11.423580786026202,0.0,55.38864628820961,519.89
12435,3978.9900000000002,1,19,169,3978.9900000000002,0.0,0.0,17.94425218459961,0.0,7.228970165795842,74.82677764960455,3850.9
12437,2476.73,9,58,78,275.1922222222222,3.63382363035131,19.457914265987817,0.8139764931986935,2.398323596031865,33.618924953466866,40.07703706096345,2474.68
12438,890.0699999999999,1,49,41,890.0699999999999,0.0,10.19919781590212,2.235779208376869,0.0,22.473513319177147,65.09150965654388,2016.78
12441,173.55,1,11,267,173.55,8.64304235090752,40.795159896283494,0.0,22.039757994814174,0.0,28.52203975799481,0.0
12444,2627.27,2,96,22,1313.635,1.8212821674209352,0.891419610470184,0.8221461821586666,0.0,22.624244938662567,73.84090710128764,2378.19
12447,476.49,1,26,144,476.49,6.421960586790908,0.0,0.0,0.0,34.439337656613986,59.138701756595104,0.0
12449,1636.88,2,71,30,818.44,0.28590977958066566,12.616685401495529,13.33634719710669,0.0,13.16101363569718,60.600043986119935,2430.41
12450,197.88,2,7,57,98.94,15.16070345664039,0.0,0.0,0.0,25.37901758641601,59.460278956943604,0.0
12451,5307.82,2,162,119,2653.91,1.8176954003715273,11.041821312704652,1.1191035114227688,2.907031511995509,11.937104121842868,71.17724414166268,3727.7
12453,707.09,1,43,35,707.09,6.364112064942227,3.9033220664979,0.0,7.1278055127352955,21.39614476233577,61.2086155934888,0.0
12455,2176.36,5,67,28,435.27200000000005,3.7493796982116927,11.82249260232682,19.96360896175265,19.7807348049036,7.854399088386112,36.82938484441912,290.5
12456,2265.4,2,77,32,1132.7,0.4502516111944911,4.4636708749006795,1.3242694446896797,1.112386333539331,30.467025690827228,62.18239604484861,915.64
12457,1067.25,3,23,134,355.75,0.0,0.0,1.5928788943546497,3.7104708362614196,8.657765284609978,86.03888498477396,1295.98
